Name,Nationality,Overall,Position,Club
A. Linguet,France,64,RB,USL Dunkerque
Elias Manoel,Brazil,63,ST,Santa Clara
J. Lis,Poland,62,RB,Pogoń Szczecin
S. Al Hamsal,Saudi Arabia,62,RB,Al Khaleej
S. Wharton,England,69,CB,Blackburn Rovers
K. Boateng,Togo,70,CB,Dinamo Bucureşti
Yanis da Rocha,Portugal,63,CDM,Sporting Clube de Braga
J. Robinson,England,59,RB,Livingston FC
M. Kouhyar,Afghanistan,60,LM,Notts County
L. Samuel,England,60,RB,Bromley
A. Al Khaibary,Saudi Arabia,61,CDM,Al Hazem FC
P. Gál-Andrezly,Slovakia,61,RM,Csíkszereda Miercurea Ciuc
O. Noronha,Peru,66,ST,Cienciano
T. Leistner,Germany,70,CB,Hertha BSC
Dani Bolt,Brazil,66,RB,Qarabağ FK
M. Traore,Mali,67,CB,Dalian Yingbo
E. Meichtry,Switzerland,60,CM,FC Thun
C. Harvey,Panama,65,CB,Minnesota United FC
B. Ilunga,England,57,LM,Bromley
Carlos Domínguez,Spain,74,CB,RC Celta
J. Bagan,Republic of Ireland,65,LB,Cardiff City
C. Kammerknecht,Sri Lanka,67,CB,Dynamo Dresden
T. Paumgartner,Austria,59,CM,Grazer AK 1902
K. Toscano,Colombia,62,CDM,Atlético Nacional
J. Kallinen,Finland,61,CM,HJK Helsinki
D. Tufekčić,Norway,63,RM,Kristiansund BK
D. Fry,England,72,CB,Middlesbrough
A. Barkarson,Iceland,60,LB,SV Zulte Waregem
P. Čović,Croatia,63,CAM,SV Werder Bremen
Domingos Duarte,Portugal,74,CB,Getafe CF
L. Cabrera,Argentina,58,ST,Atlético Tucumán
Kim Ju Chan,South Korea,63,RW,Gimcheon Sangmu FC
A. Ramos,Peru,66,RB,FBC Melgar
J. Perkins,England,57,CM,Northampton Town
X. Blomme,Belgium,63,CDM,Go Ahead Eagles
J. Clarke-Salter,England,72,CB,Queens Park Rangers
Alberto Marí,Spain,66,ST,CD Mirandés
F. Facello,Argentina,63,RB,Godoy Cruz
D. Payne,Netherlands,65,RB,FC Volendam
J. Dirkner,Germany,63,CDM,FC Hansa Rostock
M. Sheridan,New Zealand,58,CDM,Wellington Phoenix
B. Ibrahim,Nigeria,67,CB,IF Elfsborg
G. Reiziger,Netherlands,60,CAM,PEC Zwolle
M. Antoni,Uruguay,68,CB,Argentinos Juniors
A. Burcă,Romania,70,CB,Yunnan Yukun
G. Di Serio,Italy,66,ST,Spezia
M. Rosales,Argentina,60,RM,Club Atlético Sarmiento
Janderson,Brazil,67,ST,Göztepe SK
M. Ouédraogo,Burkina Faso,65,LB,SC Rheindorf Altach
M. Ilić,Germany,65,ST,TSV Havelse
N. Vouilloz,Switzerland,68,CB,FC Basel 1893
B. Moruzzi,Italy,66,LB,Empoli
H. Ahadad,Morocco,64,ST,East Bengal FC
H. Haugen,Norway,58,RB,Kristiansund BK
U. Emmanuel,Nigeria,62,LW,FC Zürich
B. Cabrera,Argentina,62,RM,Lanús
R. Zouhir,Canada,57,CM,DC United
M. Burstow,England,64,ST,Bolton Wanderers
J. Paluska,Czech Republic,66,CB,Viktoria Plzeň
Fortea,Spain,60,RB,Real Madrid
Han Pengfei,China,61,CB,Chengdu Rongcheng
R. Fofana,France,65,ST,RC Lens
P. Kabore,Burkina Faso,63,LW,Hearts
R. Bamba,France,63,RB,AS Nancy Lorraine
R. Nijstad,Netherlands,59,CB,FC Twente
B. Arady,Uruguay,64,LW,Club Nacional de Football
Nacho Ferri,Spain,67,ST,KVC Westerlo
A. Demirol,Sweden,59,CM,Fatih Karagümrük
Lee Young Jun,South Korea,66,ST,Grasshopper Club Zürich
V. Burlet,Belgium,66,LB,Stade de Reims
S. Holmén,Sweden,72,CB,IF Elfsborg
W. Goodwin,England,64,ST,Colchester United
M. Faßbender,Germany,64,RW,Bruk-Bet Termalica Nieciecza
A. Doicaru,Romania,60,RW,FCV Farul Constanța
B. Mamuzah Lum,Germany,60,CDM,Hertha BSC
Pablo López,Spain,63,RW,CD Mirandés
David Santos Daiber,Portugal,59,CDM,FC Bayern München
J. Siebert,Germany,70,CB,Lecce
V. Sejk,Czech Republic,66,ST,SC Heerenveen
C. Nwaiwu,Nigeria,70,CB,Wolfsberger AC
André Lacximicant,Portugal,68,ST,GD Estoril Praia
J. Berríos,Colombia,67,RW,Carabobo FC
F. Toloza,Argentina,64,ST,Club Atlético San Martín
B. Armoa,Paraguay,67,RM,Tigre
S. Sunzu,Zambia,69,CB,Changchun Yatai
V. Musliu,North Macedonia,68,CB,Sint-Truidense VV
Che Shiwei,China,57,RM,Qingdao Hainiu FC
T. Sommer,Denmark,62,CDM,Sønderjyske Fodbold
F. Torsiello,Germany,63,ST,Alemannia Aachen
A. Kryger,Norway,65,CDM,Kristiansund BK
I. Franjić,Germany,64,CAM,SV Wehen Wiesbaden
O. Adewumi,Austria,59,CAM,Cercle Brugge KSV
D. Churín,Argentina,68,ST,Universitario de Deportes
N. Kamara,France,62,CB,Paris Saint-Germain
J. Ehlers,Germany,60,RM,FC Erzgebirge Aue
M. Kusu,Sweden,60,CDM,Mjällby AIF
M. Svoboda,Austria,68,CB,Venezia
L. Morgalla,Germany,66,RB,VfL Bochum 1848
M. Faryna,Ukraine,65,CB,Shakhtar Donetsk
M. Talovierov,Ukraine,69,CB,Stoke City
C. Harkin,Northern Ireland,58,CDM,Sligo Rovers
S. Gomez van Hoogen,Belgium,61,CB,Club Brugge KV
R. Oudsten,Suriname,59,CM,Telstar
K. Zahiroleslam,United States,66,ST,Cracovia
M. Conway,England,65,LB,Bolton Wanderers
S. Chérif,France,67,LM,Angers SCO
K. Gasnier,France,63,CAM,Pau FC
S. Dalby,England,67,ST,Bolton Wanderers
B. Njie,Somalia,63,LW,KFUM-Kameratene Oslo
F. Pedersen,Norway,62,RB,Sandefjord Fotball
E. Restrepo,Colombia,66,CB,Nacional Potosí
Y. Kobayashi,Japan,65,CB,Jagiellonia Białystok
A. Traore,Mali,62,CDM,Al Ain
M. Morales,Chile,66,LB,New York Red Bulls
N. Shamoun,Syria,63,LM,IFK Värnamo
He Longhai,China,55,ST,Qingdao West Coast FC
S. Suso,Germany,59,CDM,Fortuna Düsseldorf
I. Brusberg,Sweden,61,RW,BK Häcken
S. Castro,Ecuador,57,RM,Mushuc Runa
E. Palmer-Brown,United States,70,CB,Panathinaikos FC
L. Bergquist,Sweden,62,LB,Östers IF
E. Zuliani,Algeria,62,CAM,Pau FC
J. Plug,Netherlands,62,CB,Feyenoord
L. Binks,England,68,CB,Brøndby IF
S. Chambers,Scotland,61,CAM,Leeds United
J. Marcelin,Madagascar,69,CB,SK Rapid
Minsu,South Korea,67,LM,FC Andorra
J. Johnson,England,63,LB,Luton Town
E. Simonsen,Denmark,62,LW,Fredericia
F. van Breemen,Netherlands,69,CB,FC Basel 1893
Song Jun Seok,South Korea,61,LB,Gangwon FC
A. Kasperkiewicz,Poland,63,CB,Bruk-Bet Termalica Nieciecza
J. Duin,Netherlands,62,ST,Vejle Boldklub
M. Curto,Italy,69,CB,Empoli
G. Henriksson,Sweden,67,CB,Cracovia
A. Adelgaard,Denmark,65,LB,Go Ahead Eagles
D. McMenamy,Republic of Ireland,57,CM,Waterford FC
D. Robinson,Northern Ireland,57,CM,St Patrick's Athletic FC
B. Guèye,Senegal,58,CM,Sarpsborg 08 FF
R. Arnold,Switzerland,67,CB,FC Winterthur
S. Glenfield,Northern Ireland,56,CM,Waterford FC
S. Mockenhaupt,Germany,67,CB,SV Wehen Wiesbaden
M. Pongračić,Croatia,74,CB,Fiorentina
S. Al Rashid,Saudi Arabia,59,RB,Al Hazem FC
N. Pietrangeli,Italy,69,CB,Südtirol
M. Cichella,Italy,61,CM,Frosinone
J. Singh,India,54,CM,Chennaiyin FC
Y. Abdurisag,Qatar,65,RW,
M. Kosidis,Greece,67,ST,Zagłębie Lubin
G. Kodua,England,62,RM,Luton Town
G. Ranos,Armenia,63,ST,Borussia Mönchengladbach
C. McAleny,England,60,LM,Harrogate Town
Ü. Akdağ,Romania,67,CB,Alanyaspor
Jauregi,Spain,68,ST,Málaga CF
E. Ring,Sweden,63,LM,Lincoln City
A. Tsarenko,Ukraine,65,CAM,Lechia Gdańsk
A. Traore,Ivory Coast,57,CM,FK Haugesund
E. Gyamfi,Germany,58,LB,Aberdeen
K. Furo,Belgium,63,ST,Club Brugge KV
D. Batubinsika,DR Congo,71,CB,AS Saint-Étienne
C. Polak,Poland,63,LB,Jagiellonia Białystok
Y. Sellami,Algeria,61,CM,Olympique de Marseille
C. Licsandru,Romania,61,CB,Dinamo Bucureşti
A. Jasim,Iraq,62,LM,Al-Najma SC
J. Henry-Francis,Republic of Ireland,61,CDM,Shelbourne FC
M. Leaburn,England,65,ST,Charlton Athletic
Feng Gang,China,54,CM,Qingdao West Coast FC
V. Escalante,Argentina,62,CAM,San Lorenzo de Almagro
M. Pink,Austria,65,ST,Wolfsberger AC
L. Gordon,England,59,LM,Leyton Orient
F. Al Shamrani,Saudi Arabia,58,CM,Al Riyadh
M. Großer,Germany,66,CB,DSC Arminia Bielefeld
C. Noß,Republic of Ireland,62,LW,MSV Duisburg
D. Demir,Germany,58,CM,Gençlerbirliği SK
D. Markey,Republic of Ireland,61,CAM,Drogheda United
H. Sjögrell,Sweden,61,RM,IK Sirius
B. Diallo,Senegal,64,LB,Granada CF
G. Conti,Argentina,71,CB,Gimnasia y Esgrima La Plata
E. Kuhinja,Germany,61,ST,1. FC Magdeburg
P. McClean,Republic of Ireland,59,CB,Sligo Rovers
J. Brooks,United States,72,CB,Hertha BSC
F. Chiarodia,Italy,68,CB,Borussia Mönchengladbach
B. Faraas,Norway,61,CAM,Fredrikstad FK
A. Piedfort,Belgium,68,CDM,KVC Westerlo
T. Sackey,England,56,CM,Reading FC
A. Simmons,Australia,60,RB,Western Sydney Wanderers
J. Lowe,England,58,CB,Tranmere Rovers
N. Meriano,Argentina,69,CB,CA Banfield
Rangel,Brazil,60,LB,Al Fayha
R. De Havilland,England,61,CDM,Peterborough United
M. Ortíz,Argentina,67,CB,Atlético Tucumán
M. Badamosi,Gambia,67,ST,CFR Cluj
A. Bøndergaard,Denmark,64,ST,Silkeborg IF
E. Godoy,Argentina,70,CB,Argentinos Juniors
Espigares,Spain,66,CB,Gil Vicente FC
M. Göckan,Turkey,61,LB,MSV Duisburg
F. Mina,Ecuador,63,RW,LDU Quito
A. Dahl,Denmark,63,RB,Fredericia
B. Mogultay,Germany,63,LB,Alanyaspor
S. Clemmensen,Denmark,64,ST,IFK Göteborg
D. Love,Scotland,61,RB,Accrington Stanley
J. Rooney,England,62,CB,Barnsley
F. Wilfinger,Austria,65,CB,TSV Hartberg
Y. Sturm,Germany,63,LM,FC Ingolstadt 04
B. Doukansy,France,64,CDM,Asociația Clubul Sportiv Petrolul 52
S. Velkov,Bulgaria,66,CB,Vejle Boldklub
C. Bărbuț,Romania,60,RM,Unirea Slobozia
Sergio Barcia,Spain,68,CB,UD Las Palmas
Oier Luengo,Spain,69,CB,Real Oviedo
João Oliveira,Switzerland,63,LW,Arka Gdynia
A. Al Safri,Saudi Arabia,60,CM,Al Kholood
H. Cartwright,England,56,CM,Falkirk
I. Karamoko,France,62,LM,Sporting Club Bastia
G. Kondo,France,62,LB,USL Dunkerque
D. van der Werff,Netherlands,62,CAM,FC Groningen
M. Delgado,Argentina,65,CDM,Boca Juniors
G. Gürpüz,Turkey,62,CAM,Gençlerbirliği SK
A. Platret,France,61,RB,US Boulogne Cote d'Opale
S. Karakoç,Turkey,62,LB,Antalyaspor
J. Bager,Denmark,66,CB,IFK Göteborg
Estevãtinho,Brazil,66,CAM,Fluminense
D. Michel,France,61,CAM,SV Waldhof Mannheim
D. Zagadou,France,76,CB,VfB Stuttgart
M. Carlier,France,61,CDM,AS Nancy Lorraine
Alan Godoy,Spain,64,ST,Estrela da Amadora
J. Nielsen,Denmark,58,CM,Silkeborg IF
M. Nickson,India,66,CM,NorthEast United
H. Sohna,England,56,CM,Cheltenham Town
A. Jackson,United States,64,CAM,Jagiellonia Białystok
M. Jeng,Sweden,65,CB,Feyenoord
K. Palacz,Poland,63,LB,Motor Lublin
C. Ndaba,Republic of Ireland,65,LB,Lecce
M. Al Saeed,Saudi Arabia,58,LB,Al Riyadh
A. Zeljković,Slovenia,65,CDM,Viktoria Plzeň
F. Romero,Paraguay,64,ST,Independiente Rivadavia
P. Maybach,Austria,61,CDM,FK Austria Wien
M. Berry,Spain,64,ST,LA Galaxy
M. Kostka,Germany,61,RB,Rot-Weiss Essen
J. Jensen-Abbew,Denmark,66,CB,Aarhus Gymnastikforening
J. Guthrie,England,67,CB,Northampton Town
H. Matriciani,Germany,64,RB,FC Schalke 04
R. Jayaraman,India,58,ST,United Tigers SC
S. Kitano,Japan,65,CAM,FC Red Bull Salzburg
H. Griffiths,England,58,CDM,Crewe Alexandra
T. Bentayeb,Morocco,67,ST,ESTAC Troyes
N. Söderberg,Sweden,60,CM,Östers IF
H. Al Jayzani,Saudi Arabia,61,LB,Al Khaleej
P. Gladon,Netherlands,64,ST,Fortuna Sittard
M. Pearson,England,66,CB,Doncaster Rovers
Torrente,Spain,73,CB,Dinamo Zagreb
M. Hoppe,United States,63,ST,Sønderjyske Fodbold
T. Asta-Buruaga,Chile,65,CB,Universidad Católica
D. Orsi,England,63,ST,AFC Wimbledon
C. Conteh,Germany,66,RM,Eintracht Braunschweig
Montero,Spain,70,CB,Málaga CF
M. Gouda,Qatar,59,RW,
C. Clarke,England,59,RB,Walsall
L. Abanda,France,62,LB,Le Mans FC
Yang Yihu,China,55,LB,Meizhou Hakka
Zhao Yuhao,China,59,CDM,Yunnan Yukun
B. Medina,Colombia,68,CB,CD Tondela
L. Opitz,Germany,62,LM,Karlsruher SC
Y. Bathily,France,57,CM,Sporting Club Bastia
F. Üzüm,Turkey,63,RM,Gençlerbirliği SK
Leo Bolgado,Brazil,69,CB,Rapid Bucuresti
T. Gaal,Germany,67,CB,FC St.Gallen 1879
L. Wales,Australia,64,RM,Perth Glory
Ó. Quiñónez,Ecuador,66,CB,Independiente del Valle
Aridane,Spain,71,CB,UD Almería
A. Potur,Norway,60,CM,Hamarkameratene
R. Paton,Republic of Ireland,62,ST,Port Vale
R. Hepburn-Murphy,England,63,ST,Milton Keynes Dons
T. Pieńko,Poland,69,LM,Raków Częstochowa
V. Adžić,Montenegro,65,CAM,Juventus
D. Merola,Italy,69,RW,Pescara
E. Capradossi,Uganda,66,CB,Universitatea Cluj
J. Koutroumbis,Australia,63,RB,Motherwell FC
J. Muldoon,England,60,ST,Harrogate Town
W. Fish,England,70,CB,Cardiff City
E. McLaughlin,Northern Ireland,57,CAM,Cork City
J. Robson,Scotland,62,LB,Oldham Athletic
A. Nibe,Denmark,61,CAM,Sarpsborg 08 FF
J. Slory,Netherlands,66,RW,Feyenoord
C. Willem,Australia,59,ST,Western United
T. Le Normand,France,60,LM,FC Andorra
Pablo Ramón,Spain,65,CB,Racing Santander
R. Holding,England,72,CB,Colorado Rapids
J. Makama,England,63,ST,Norwich City
P. de la Cruz,Peru,66,RW,Atlético Grau
R. Maher,Republic of Ireland,57,CAM,Walsall
M. Al Rashidi,Saudi Arabia,62,CB,Al Fayha
M. Husković,Austria,63,ST,Blau-Weiß Linz
A. Kalogeropoulos,Greece,68,CB,Olympiacos FC
P. Wiśniewski,Poland,71,CB,Spezia
Choi Gyu Hyeon,South Korea,59,CM,FC Anyang
Iván Garriel,Spain,64,LB,Real Valladolid CF
I. Strzałek,Poland,63,CAM,Bruk-Bet Termalica Nieciecza
M. Dickov,England,58,ST,Mansfield Town
R. Knoche,Germany,71,CB,1. FC Nürnberg
J. Bedeau,Grenada,64,CB,Notts County
K. Tobers,Latvia,68,CB,Aberdeen
A. Jacobsen,Denmark,63,ST,Vejle Boldklub
Astiazarán,Spain,60,CAM,Real Sociedad de Fútbol B
Geovani,Brazil,63,RM,Daegu FC
K. McAdam,England,58,LM,Mansfield Town
Gonçalo Maia,Portugal,58,CAM,Gil Vicente FC
M. Soticek,Croatia,66,RW,FC Basel 1893
Alex Lizancos,Spain,63,RB,Burgos CF
D. Rugani,Italy,75,CB,Juventus
M. Hawsawi,Saudi Arabia,57,CDM,Al Khaleej
D. James-Taylor,England,61,ST,Bohemian FC
Miguel Nogueira,Portugal,61,CAM,Vitória SC
J. Gregersen,Norway,59,CM,Bryne FK
M. Heyde,Denmark,57,CDM,FC Nordsjælland
K. McDonald,Scotland,60,CDM,Exeter City
M. Peltola,Finland,66,CB,DC United
Choi Chul Soon,South Korea,54,RB,Jeonbuk Hyundai Motors
N. Meza,Chile,60,CM,CD Palestino
Célio Pompeu,Brazil,65,LM,St. Louis CITY SC
C. McCormack,Republic of Ireland,57,CDM,Galway United
O. Hawkins,England,59,ST,Barnet
M. Hoffmann,Austria,61,ST,TSV Hartberg
D. Methalie,France,64,LB,Toulouse FC
A. Colassin,Belgium,64,CAM,Royal Charleroi Sporting Club
Lucas Possignolo,Brazil,70,CB,Zhejiang FC
J. Dornelly,England,63,RB,Peterborough United
F. Montoro,Argentina,63,ST,Vélez Sarsfield
I. Toklomati,Israel,66,ST,Charlotte FC
S. Earley,England,63,LB,Stevenage
Alberto Risco,Spain,62,CAM,Getafe CF
P. Wood,Australia,59,ST,Sydney FC
G. Corbo,Italy,66,CB,Pescara
R. Nadkarni,India,59,CAM,United Tigers SC
J. Bergström,Sweden,65,ST,Mjällby AIF
A. Camara,Mali,63,ST,FC Nantes
J. Glad,United States,69,CB,Real Salt Lake
S. Studer,Argentina,68,CB,Independiente Rivadavia
A. Hahn,Germany,64,CB,MSV Duisburg
Felipe Augusto,Brazil,67,ST,Trabzonspor
E. Da Silva,Uruguay,63,RW,Racing Club de Montevideo
A. Coote,Scotland,62,CAM,Shelbourne FC
A. Senior,England,60,CB,Barnet
M. Borrell,Argentina,60,CDM,Al Akhdoud Saudi Club
M. Buljubašić,Bosnia and Herzegovina,58,CM,Çaykur Rizespor
J. MacKenzie,Scotland,67,LB,Plymouth Argyle
A. Vásquez,Colombia,62,ST,San Antonio Bulo Bulo
Iván Márquez,Spain,69,CB,Fortuna Sittard
M. Jaber,Israel,64,CM,AS Saint-Étienne
M. Țuțu,Romania,61,RB,UTA Arad
A. Fallatah,Saudi Arabia,57,CDM,Al Ahli SFC
T. Muro,Argentina,64,RM,Independiente Rivadavia
A. Frizzell,Scotland,62,RM,Derry City
T. Momuluh,Germany,66,RM,DSC Arminia Bielefeld
V. Espinoza,Chile,62,RB,CD Palestino
E. Haugan,Norway,67,CB,Molde FK
I. Macalou,Ivory Coast,64,RM,Universitatea Cluj
I. Hamache,France,65,LM,Amiens SC
A. Gomes Rodríguez,England,64,ST,Olympique Lyonnais
D. Dike,United States,70,ST,West Bromwich Albion
A. Obando,Ecuador,64,ST,Inter Miami
S. Abdul Samad,India,56,CM,Mohun Bagan Super Giant
M. Touré,Australia,59,ST,Randers FC
B. Oliveira,Australia,61,LM,Macarthur FC
M. Maignan,France,87,GK,AC Milan
A. Coundoul,Senegal,65,ST,Real Sporting de Gijón
F. Stokkers,Netherlands,65,ST,Go Ahead Eagles
K. Oudenne,Sweden,66,LM,Hannover 96
S. Sarli,Germany,62,LB,DSC Arminia Bielefeld
C. Cresswell,England,74,CB,Toulouse FC
K. Swyer,England,59,CAM,Northampton Town
J. Willis,England,63,CB,Northampton Town
R. Müller,Germany,59,RM,SC Paderborn 07
M. Albæk,Denmark,58,CM,Randers FC
C. Humphreys,England,67,CB,Port Vale
A. Kuruniyan,India,58,LW,Mohun Bagan Super Giant
L. Arrhov,Sweden,62,CAM,IF Brommapojkarna
J. Bjartalíð,Faroe Islands,64,ST,Fredrikstad FK
H. Bruseth,Norway,60,CM,Sarpsborg 08 FF
K. Matsuzawa,Japan,55,CAM,Sint-Truidense VV
A. Tapsoba,Burkina Faso,64,ST,Radomiak Radom
G. Alders,Netherlands,61,RB,Ajax
L. Magallán,Argentina,72,CB,Vélez Sarsfield
S. Martínez,Argentina,61,CAM,Godoy Cruz
J. Diaz,Ivory Coast,69,CB,Stade Brestois 29
J. Gardner,Republic of Ireland,61,CAM,Mansfield Town
K. Sezonienko,Poland,63,ST,Lechia Gdańsk
M. Vegas,Venezuela,64,CDM,Caracas FC
Duarte Moreira,Portugal,66,ST,Bryne FK
J. Evans,England,59,RM,Leicester City
B. Utvik,Norway,67,CB,Sarpsborg 08 FF
G. O'Donkor,England,61,ST,Oxford United
J. Aidoo,Ghana,75,CB,RC Celta
R. Bounida,Belgium,64,LW,Ajax
H. Karlsson,Iceland,64,CB,IF Brommapojkarna
L. Justiniano,Bolivia,61,CB,San Antonio Bulo Bulo
W. Reilly,United States,56,CM,Atlanta United
Gérson Damesio,Brazil,74,CB,Flamengo
A. Ekeroth,Sweden,63,LB,Hamarkameratene
A. Smolyakov,Ukraine,61,LB,Los Angeles FC
T. Bany,Denmark,64,CAM,West Bromwich Albion
S. Nwankwo,Nigeria,62,ST,Mjällby AIF
J. Kizzi,England,57,CB,Barnet
G. Norambuena,Chile,62,LW,Unión Española
O. Vilhelmsson,Sweden,67,ST,SC Preußen Münster
S. Cook,England,72,CB,Queens Park Rangers
B. Rodríguez,Venezuela,63,CB,Caracas FC
J. Senior,England,62,LB,Doncaster Rovers
E. Ugiagbe,Nigeria,63,LM,Cádiz CF
J. Richardson,England,61,RB,St. Mirren
S. Walukiewicz,Poland,71,CB,Sassuolo
A. Gilbert,Republic of Ireland,64,LM,Middlesbrough
N. Paz,Argentina,71,CB,Huracán
J. Okedina,Malawi,63,CB,Bohemian FC
B. Al Hurayji,Saudi Arabia,62,RB,Al Ahli SFC
A. Yokoyama,Japan,65,LM,KRC Genk
Afonso Assis,Portugal,60,CDM,Moreirense FC
Pablo Ruan,Brazil,63,ST,CD Nacional
L. Ennali,Germany,64,LM,Houston Dynamo
L. Nene,Mali,64,ST,FC Nordsjælland
Pablo Santiago,Spain,61,LW,CD Castellón
G. Kvernadze,Georgia,65,LW,Frosinone
L. Bolay,Germany,62,LB,SC Preußen Münster
J. Oehmichen,Germany,64,CAM,Dynamo Dresden
B. Fernandes,India,58,CAM,Mumbai City FC
I. Salhi,France,60,LB,RCD Mallorca
Song Long,China,61,LB,Qingdao Hainiu FC
G. Wüthrich,Switzerland,73,CB,BSC Young Boys
P. Amond,Republic of Ireland,63,ST,Waterford FC
B. Jočić,Serbia,66,CDM,Meizhou Hakka
S. Voelcke,Germany,64,LB,SV Waldhof Mannheim
M. Guindo,Mali,65,ST,RAAL La Louvière
N. Eccleston,England,62,RB,Grimsby Town
G. Barkovskiy,Belarus,64,ST,Piast Gliwice
S. Flores,Argentina,68,CB,Independiente Rivadavia
A. Iqbal,Pakistan,69,CB,Mjällby AIF
D. Musovski,United States,63,ST,Seattle Sounders FC
J. Hubner,Indonesia,64,CB,Fortuna Sittard
G. Mulazzi,Italy,61,RB,FC Sion
J. Bakke,Norway,60,CM,Strømsgodset IF
Sidney Lima,Brazil,71,CB,Santa Clara
C. García,Colombia,62,CM,Once Caldas
J. Harder,Italy,60,CM,Padova
S. Hughes,England,66,CB,Peterborough United
A. Al Dakhil,Belgium,72,CB,VfB Stuttgart
D. Morris,Croatia,66,CB,Meizhou Hakka
H. Bidstrup,Denmark,59,RB,Viborg FF
F. Eriksson,Sweden,61,RB,IFK Göteborg
K. Bilovar,Ukraine,68,CB,Dynamo Kyiv
B. Folami,Australia,62,LM,Adelaide United
N. Kumar,India,57,LB,Jamshedpur FC
B. Fink,Switzerland,65,ST,Wycombe Wanderers
A. Gogić,Cyprus,64,CB,St. Mirren
A. Fretes,Paraguay,60,LB,Libertad
D. Sotelo,Argentina,59,CM,Newell's Old Boys
M. Stöcker,Germany,64,LB,SC Verl
T. Sanuç,Turkey,68,CB,Gaziantep FK
Jorge Delgado,Spain,62,ST,Real Valladolid CF
G. Aguilar,Paraguay,65,ST,Libertad
S. Girelli,Italy,62,CM,Sampdoria
I. Jeraldino,Chile,67,ST,Unión Española
T. Totland,Norway,64,RB,St. Louis CITY SC
M. Lindberg,Denmark,65,CAM,IK Sirius
R. Kalem,Germany,64,RM,SV Wehen Wiesbaden
S. Stewart,Northern Ireland,58,LB,Sligo Rovers
I. Miladinović,Serbia,63,CAM,AS Saint-Étienne
S. Campbell,South Africa,65,LW,Club Brugge KV
B. Singh,India,61,LW,East Bengal FC
D. Hall,Australia,67,CB,Auckland FC
A. Burlamaqui,Peru,64,CDM,Alianza Lima
I. Bekhoucha,Morocco,61,RB,Getafe CF
A. Diakhaby,France,62,RM,SV Waldhof Mannheim
N. Niehoff,Germany,63,RM,Holstein Kiel
R. Bheke,India,67,CB,Bengaluru FC
F. Rossdorfer,Austria,62,LM,SV Ried
M. Mannini,Italy,65,RB,SS Juve Stabia
S. Palmer-Houlden,England,61,ST,Gillingham
A. Al Hamadi,Iraq,66,ST,Luton Town
J. Hilterman,Suriname,65,ST,DSC Arminia Bielefeld
R. Wendin Thomasson,Sweden,64,LB,GAIS
I. Bjerkebo,Sweden,63,LW,IK Sirius
L. Meyer,Switzerland,62,LB,VfB Stuttgart II
Vitor Meer,Brazil,63,LB,APOEL FC
A. Sliti,Netherlands,64,LW,Feyenoord
L. Hjelde,Norway,66,LB,Sunderland
R. Stutter,England,62,ST,Barnet
J. Colmán,Paraguay,65,LM,Newell's Old Boys
Yu Je Ho,South Korea,58,CM,Gwangju FC
Guilherme Garutti,Brazil,63,CB,FC Argeș
S. Sjøvold,Norway,60,CAM,Vålerenga Fotball
J. Mina,Colombia,64,RB,New York Red Bulls
M. Ćatović,Serbia,60,CDM,VfB Stuttgart
Liu Zhurun,China,61,LM,Dalian Yingbo
A. Bojang,Gambia,64,ST,Stade de Reims
J. Romaña,Colombia,74,CB,San Lorenzo de Almagro
L. Pazourek,Austria,61,RB,FK Austria Wien
A. Adeyemo,England,59,RM,Crawley Town
C. McNeill,England,63,ST,Sheffield Wednesday
M. Cimermancic,Canada,57,CM,Toronto FC
Frederico Venâncio,Portugal,71,CB,Santa Clara
G. Ahadme,Morocco,63,ST,Stevenage
L. Vlăsceanu,Romania,60,LM,UTA Arad
H. Rodgers,England,63,CB,Grimsby Town
M. Navarro,Venezuela,65,LB,Talleres
Min Sang Gi,South Korea,61,CB,Gwangju FC
Z. Athekame,Switzerland,65,RB,AC Milan
F. Sánchez,Argentina,66,CB,FC Schalke 04
Pau Resta,Spain,67,CB,Korona Kielce
M. Hope,Norway,61,RB,FK Haugesund
W. Correa,Venezuela,63,CAM,Caracas FC
A. Fadal,Ghana,59,CM,Colorado Rapids
C. Reilly,Scotland,60,LM,Dundee FC
J. Haak,United States,63,CB,New York City FC
B. Cadamarteri,Jamaica,64,ST,Sheffield Wednesday
M. Cherif,Guinea,61,CDM,Sønderjyske Fodbold
J. Lucco,Argentina,60,CAM,Belgrano de Córdoba
L. Kilian,Germany,69,CB,1. FC Köln
K. Alikulov,Uzbekistan,68,CB,Çaykur Rizespor
Álex Oyón,Spain,62,ST,Real Sporting de Gijón
L. Ravanelli,Italy,70,CB,Monza
Diego Méndez,Spain,64,CDM,Rayo Vallecano
R. van Cruijsen,Netherlands,58,CAM,FC Volendam
T. Lecanda,Argentina,64,CB,Club Atlético San Martín
T. Galvez,Finland,60,LB,
I. Touré,France,71,CB,FC Lorient
F. Camarda,Italy,65,ST,Lecce
Vando Félix,Guinea-Bissau,66,LM,Vitória SC
C. Uribe,Colombia,60,RB,Atlético Nacional
C. McJannet,England,63,CB,Grimsby Town
Liao Chengjian,China,64,CDM,Wuhan Three Towns
L. Reich,Germany,63,RB,SpVgg Greuther Fürth
D. Dodson,United States,58,RB,DC United
A. Piesold,England,56,CDM,Galway United
Han Ka Ram,South Korea,56,CM,FC Anyang
